"filename", "language", "Swift", "JSON", "Dart", "YAML", "C++", "Markdown", "XML", "Properties", "Groovy", "comment", "blank", "total"
"c:\Users\doraa\Github_repos\upcarta_mobile_app\lib\ui_components\chips\wrapped_single_chip_explore.dart", "Dart", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 5, 55
"c:\Users\doraa\Github_repos\upcarta_mobile_app\lib\ui_components\chips\wrapped_single_chip_library.dart", "Dart", 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 5, 56
"c:\Users\doraa\Github_repos\upcarta_mobile_app\lib\ui_components\circle_image.dart", "Dart", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 3, 24
"c:\Users\doraa\Github_repos\upcarta_mobile_app\lib\ui_components\collection_card.dart", "Dart", 0, 0, 100, 0, 0, 0, 0, 0, 0, 5, 6, 111
"c:\Users\doraa\Github_repos\upcarta_mobile_app\lib\ui_components\components.dart", "Dart", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 3, 19
"c:\Users\doraa\Github_repos\upcarta_mobile_app\lib\ui_components\content_card.dart", "Dart", 0, 0, 280, 0, 0, 0, 0, 0, 0, 7, 10, 297
"c:\Users\doraa\Github_repos\upcarta_mobile_app\lib\ui_components\content_list.dart", "Dart", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 5, 31
"c:\Users\doraa\Github_repos\upcarta_mobile_app\lib\ui_components\feed_content_list.dart", "Dart", 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 6, 64
"c:\Users\doraa\Github_repos\upcarta_mobile_app\lib\ui_components\horizontal_content_list\horizontal_content_list__collectons_and_asks.dart", "Dart", 0, 0, 59, 0, 0, 0, 0, 0, 0, 2, 4, 65
"c:\Users\doraa\Github_repos\upcarta_mobile_app\lib\ui_components\recommended_by.dart", "Dart", 0, 0, 49, 0, 0, 0, 0, 0, 0, 7, 5, 61
"c:\Users\doraa\Github_repos\upcarta_mobile_app\lib\ui_components\search_bars\search_bar_asks.dart", "Dart", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 5, 33
"c:\Users\doraa\Github_repos\upcarta_mobile_app\lib\ui_components\search_bars\search_bar_collections.dart", "Dart", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 5, 33
"c:\Users\doraa\Github_repos\upcarta_mobile_app\lib\ui_components\search_bars\search_bar_collections_and_asks.dart", "Dart", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 5, 35
"c:\Users\doraa\Github_repos\upcarta_mobile_app\lib\ui_components\search_bars\search_bar_contents.dart", "Dart", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 5, 33
"c:\Users\doraa\Github_repos\upcarta_mobile_app\lib\ui_components\search_bars\search_bar_general.dart", "Dart", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 5, 33
"c:\Users\doraa\Github_repos\upcarta_mobile_app\lib\ui_components\search_bars\search_bar_people.dart", "Dart", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 5, 33
"c:\Users\doraa\Github_repos\upcarta_mobile_app\lib\ui_components\search_bars\search_bar_topics.dart", "Dart", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 5, 33
"c:\Users\doraa\Github_repos\upcarta_mobile_app\lib\util\colors.dart", "Dart", 0, 0, 30, 0, 0, 0, 0, 0, 0, 7, 7, 44
"c:\Users\doraa\Github_repos\upcarta_mobile_app\lib\util\constants.dart", "Dart", 0, 0, 78, 0, 0, 0, 0, 0, 0, 32, 2, 112
"c:\Users\doraa\Github_repos\upcarta_mobile_app\lib\util\content_type_info.dart", "Dart", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 2, 30
"c:\Users\doraa\Github_repos\upcarta_mobile_app\lib\util\dimensions.dart", "Dart", 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 3, 10
"c:\Users\doraa\Github_repos\upcarta_mobile_app\lib\util\styles.dart", "Dart", 0, 0, 132, 0, 0, 0, 0, 0, 0, 4, 22, 158
"c:\Users\doraa\Github_repos\upcarta_mobile_app\lib\util\theme.dart", "Dart", 0, 0, 84, 0, 0, 0, 0, 0, 0, 1, 3, 88
"c:\Users\doraa\Github_repos\upcarta_mobile_app\lib\util\upcarta_theme.dart", "Dart", 0, 0, 116, 0, 0, 0, 0, 0, 0, 13, 6, 135
"c:\Users\doraa\Github_repos\upcarta_mobile_app\lib\util\view_paths.dart", "Dart", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 14, 46
"c:\Users\doraa\Github_repos\upcarta_mobile_app\pubspec.yaml", "YAML", 0, 0, 0, 81, 0, 0, 0, 0, 0, 43, 20, 144
"c:\Users\doraa\Github_repos\upcarta_mobile_app\test\widget_test.dart", "Dart", 0, 0, 12, 0, 0, 0, 0, 0, 0, 11, 6, 29
"c:\Users\doraa\Github_repos\upcarta_mobile_app\windows\flutter\generated_plugin_registrant.cc", "C++", 0, 0, 0, 0, 3, 0, 0, 0, 0, 4, 5, 12
"c:\Users\doraa\Github_repos\upcarta_mobile_app\windows\flutter\generated_plugin_registrant.h", "C++", 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 6, 16
"c:\Users\doraa\Github_repos\upcarta_mobile_app\windows\runner\flutter_window.cpp", "C++", 0, 0, 0, 0, 45, 0, 0, 0, 0, 4, 13, 62
"c:\Users\doraa\Github_repos\upcarta_mobile_app\windows\runner\flutter_window.h", "C++", 0, 0, 0, 0, 20, 0, 0, 0, 0, 5, 9, 34
"c:\Users\doraa\Github_repos\upcarta_mobile_app\windows\runner\main.cpp", "C++", 0, 0, 0, 0, 30, 0, 0, 0, 0, 4, 10, 44
"c:\Users\doraa\Github_repos\upcarta_mobile_app\windows\runner\resource.h", "C++", 0, 0, 0, 0, 9, 0, 0, 0, 0, 6, 2, 17
"c:\Users\doraa\Github_repos\upcarta_mobile_app\windows\runner\utils.cpp", "C++", 0, 0, 0, 0, 53, 0, 0, 0, 0, 2, 10, 65
"c:\Users\doraa\Github_repos\upcarta_mobile_app\windows\runner\utils.h", "C++", 0, 0, 0, 0, 8, 0, 0, 0, 0, 6, 6, 20
"c:\Users\doraa\Github_repos\upcarta_mobile_app\windows\runner\win32_window.cpp", "C++", 0, 0, 0, 0, 183, 0, 0, 0, 0, 15, 48, 246
"c:\Users\doraa\Github_repos\upcarta_mobile_app\windows\runner\win32_window.h", "C++", 0, 0, 0, 0, 48, 0, 0, 0, 0, 29, 22, 99
"Total", "-", 12, 88, 11404, 84, 405, 2, 128, 8, 108, 784, 1328, 14351
